optimizer,lr,epoch,accuracy,loss,test_accuracy,test_loss
SGD,0.001,200,0.8046799898147583,0.5639710426330566,0.6804999709129333,1.035301685333252
SGD,0.002,200,0.9840599894523621,0.07935415208339691,0.6812999844551086,1.8634158372879028
SGD,0.003,200,1.0,0.003994733095169067,0.6825000047683716,2.96028208732605
SGD,0.004,200,1.0,0.0016205888241529465,0.6852999925613403,3.2769434452056885
SGD,0.005,200,1.0,0.0008757981704548001,0.6960999965667725,3.301975727081299
SGD,0.006,200,1.0,0.0005951441125944257,0.6852999925613403,3.5377137660980225
SGD,0.007,200,1.0,0.0004509040736593306,0.6958000063896179,3.4188363552093506
SGD,0.008,200,1.0,0.00035759148886427283,0.696399986743927,3.489032745361328
SGD,0.009000000000000001,200,1.0,0.00025687459856271744,0.6996999979019165,3.455225706100464
SGD,0.010000000000000002,200,1.0,0.00019115733448415995,0.7003999948501587,3.315467596054077
SGD,0.011,200,1.0,0.0001719622960081324,0.6915000081062317,3.7321360111236572
SGD,0.012,200,1.0,0.00011665669444482774,0.6998000144958496,3.6141598224639893
SGD,0.013000000000000001,200,1.0,0.00012018923735013232,0.6970000267028809,3.582651138305664
SGD,0.014000000000000002,200,1.0,0.00010332953388569877,0.7032999992370605,3.5232245922088623
SGD,0.015,200,1.0,4.8509878979530185e-05,0.7008000016212463,3.789867877960205
SGD,0.016,200,1.0,5.297008829074912e-05,0.6901999711990356,3.9631762504577637
SGD,0.017,200,1.0,3.867116538458504e-05,0.694599986076355,4.026167869567871
SGD,0.018000000000000002,200,1.0,4.998275835532695e-05,0.6977999806404114,3.8426625728607178
SGD,0.019000000000000003,200,1.0,2.9332884878385812e-05,0.6995999813079834,4.14497709274292
SGD,0.02,200,0.9838200211524963,0.058177586644887924,0.6650999784469604,5.298507213592529
SGD,0.021,200,1.0,2.0287110601202585e-05,0.6952999830245972,4.496142864227295
SGD,0.022000000000000002,200,0.967199981212616,0.13692057132720947,0.6636000275611877,5.521543979644775
SGD,0.023,200,0.9852799773216248,0.059643980115652084,0.6610000133514404,5.516870975494385
SGD,0.024,200,0.9720799922943115,0.12037159502506256,0.6588000059127808,5.673480033874512
SGD,0.025,200,0.9732999801635742,0.10821051895618439,0.6629999876022339,5.348536968231201
SGD,0.026000000000000002,200,0.9764000177383423,0.10666956007480621,0.6632000207901001,5.703368186950684
SGD,0.027000000000000003,200,0.9683799743652344,0.1439182460308075,0.6604999899864197,5.6458306312561035
SGD,0.028,200,0.9697200059890747,0.1371641755104065,0.6504999995231628,6.086470127105713
SGD,0.029,200,0.9663800001144409,0.14527112245559692,0.6549999713897705,5.6089653968811035
SGD,0.030000000000000002,200,0.9660999774932861,0.1602148860692978,0.6618000268936157,5.718177795410156
SGD,0.031,200,0.9168800115585327,0.5447369813919067,0.6337000131607056,6.687802314758301
SGD,0.032,200,0.9632200002670288,0.16344833374023438,0.6439999938011169,5.40722131729126
SGD,0.033,200,0.9441800117492676,0.2847844064235687,0.6359000205993652,6.084855556488037
SGD,0.034,200,0.954200029373169,0.216957688331604,0.6442999839782715,5.9026713371276855
SGD,0.035,200,0.9154199957847595,0.5064991116523743,0.6384000182151794,5.756067276000977
SGD,0.036000000000000004,200,0.8967800140380859,0.6761370301246643,0.6136999726295471,5.757105827331543
SGD,0.037000000000000005,200,0.924560010433197,0.43360456824302673,0.6312999725341797,5.863006591796875
SGD,0.038,200,0.9407200217247009,0.27011001110076904,0.6381000280380249,5.643673419952393
SGD,0.039,200,0.921779990196228,0.3889836072921753,0.6338000297546387,5.321445941925049
SGD,0.04,200,0.9259600043296814,0.36908164620399475,0.6262000203132629,5.602405548095703
SGD,0.041,200,0.9035400152206421,0.5356384515762329,0.6133000254631042,5.669702529907227
SGD,0.042,200,0.9434999823570251,0.24883270263671875,0.6359000205993652,5.180516719818115
SGD,0.043000000000000003,200,0.9494799971580505,0.21130307018756866,0.6420999765396118,4.823576927185059
SGD,0.044000000000000004,200,0.9403200149536133,0.2572439908981323,0.6399000287055969,5.073468208312988
SGD,0.045,200,0.9215800166130066,0.36918535828590393,0.6195999979972839,4.761648654937744
SGD,0.046,200,0.9163200259208679,0.3848434388637543,0.6274999976158142,4.61042594909668
SGD,0.047,200,0.9193999767303467,0.3595958948135376,0.6301000118255615,4.783492088317871
SGD,0.048,200,0.9117199778556824,0.433576375246048,0.631600022315979,4.962132453918457
