,opimizer,lr,epoch,accuracy,loss,test_accuracy,test_loss
0,SGD,0.001,200,0.9399399757385254,0.20601867139339447,0.9376999735832214,0.21445749700069427
1,SGD,0.002,200,0.9611799716949463,0.13676324486732483,0.9545000195503235,0.157831609249115
2,SGD,0.003,200,0.9737600088119507,0.09284942597150803,0.9642000198364258,0.12622518837451935
3,SGD,0.004,200,0.9814599752426147,0.06754494458436966,0.9639999866485596,0.11477605998516083
4,SGD,0.005,200,0.9841799736022949,0.05887169390916824,0.9672999978065491,0.10916628688573837
5,SGD,0.006,200,0.9900799989700317,0.04134180769324303,0.9684000015258789,0.104716956615448
6,SGD,0.007,200,0.9925400018692017,0.03368346020579338,0.9678000211715698,0.10439302027225494
7,SGD,0.008,200,0.9944800138473511,0.028095321729779243,0.9700999855995178,0.10005372017621994
8,SGD,0.009000000000000001,200,0.9965800046920776,0.020452143624424934,0.9678999781608582,0.10949339717626572
9,SGD,0.010000000000000002,200,0.9976000189781189,0.01676536351442337,0.972000002861023,0.10378415882587433
10,SGD,0.011,200,0.9981799721717834,0.014003808610141277,0.9667999744415283,0.1225275844335556
11,SGD,0.012,200,0.9990800023078918,0.01074953656643629,0.9688000082969666,0.11482491344213486
12,SGD,0.013000000000000001,200,0.999239981174469,0.008789876475930214,0.9682000279426575,0.12203481793403625
13,SGD,0.014000000000000002,200,0.9995399713516235,0.008347381837666035,0.9670000076293945,0.12988051772117615
14,SGD,0.015,200,0.9998599886894226,0.006045376416295767,0.9686999917030334,0.1296379566192627
15,SGD,0.016,200,0.9999399781227112,0.0047853924334049225,0.9682000279426575,0.13074485957622528
16,SGD,0.017,200,0.9998199939727783,0.005201521795243025,0.9700999855995178,0.1250263899564743
17,SGD,0.018000000000000002,200,0.9999200105667114,0.004645958077162504,0.9660999774932861,0.14289522171020508
18,SGD,0.019000000000000003,200,0.9999799728393555,0.0034376149997115135,0.9711999893188477,0.12910714745521545
19,SGD,0.02,200,1.0,0.003107907949015498,0.9692999720573425,0.1372946798801422
20,SGD,0.021,200,0.9999799728393555,0.0027813713531941175,0.9690999984741211,0.14602965116500854
21,SGD,0.022000000000000002,200,1.0,0.0025668328162282705,0.9722999930381775,0.13617569208145142
22,SGD,0.023,200,1.0,0.0022234346251934767,0.968500018119812,0.14345797896385193
23,SGD,0.024,200,1.0,0.0020683039911091328,0.9703999757766724,0.14067445695400238
24,SGD,0.025,200,0.9999799728393555,0.0019212333718314767,0.9688000082969666,0.14141936600208282
25,SGD,0.026000000000000002,200,1.0,0.001745253917761147,0.9688000082969666,0.15139514207839966
26,SGD,0.027000000000000003,200,1.0,0.0015847237082198262,0.9685999751091003,0.14879818260669708
27,SGD,0.028,200,1.0,0.001412378391250968,0.9700999855995178,0.14752769470214844
28,SGD,0.029,200,1.0,0.001383181195706129,0.9708999991416931,0.13409917056560516
29,SGD,0.030000000000000002,200,1.0,0.0014815530739724636,0.9708999991416931,0.14545340836048126
30,SGD,0.031,200,1.0,0.0012988487724214792,0.9700000286102295,0.16182658076286316
31,SGD,0.032,200,1.0,0.0010191953042522073,0.9710999727249146,0.150578573346138
32,SGD,0.033,200,1.0,0.0011159621644765139,0.9717000126838684,0.1419404298067093
33,SGD,0.034,200,1.0,0.0011306199012324214,0.9713000059127808,0.15059590339660645
34,SGD,0.035,200,0.9999799728393555,0.0010795651469379663,0.9696999788284302,0.16034895181655884
35,SGD,0.036000000000000004,200,1.0,0.0009450053912587464,0.9715999960899353,0.14894506335258484
36,SGD,0.037000000000000005,200,1.0,0.0008815660257823765,0.9696000218391418,0.15465712547302246
37,SGD,0.038,200,1.0,0.0008015773491933942,0.9710000157356262,0.14843116700649261
38,SGD,0.039,200,1.0,0.0007882593781687319,0.9717000126838684,0.1439388543367386
39,SGD,0.04,200,1.0,0.0007782949833199382,0.9714000225067139,0.1540292650461197
40,SGD,0.041,200,1.0,0.0007692034123465419,0.9700999855995178,0.1721963733434677
41,SGD,0.042,200,1.0,0.000688394415192306,0.9704999923706055,0.1569361686706543
42,SGD,0.043000000000000003,200,1.0,0.0006831163773313165,0.9696000218391418,0.15986715257167816
43,SGD,0.044000000000000004,200,1.0,0.0006169585394673049,0.9715999960899353,0.1515173614025116
44,SGD,0.045,200,1.0,0.0005741501809097826,0.9717000126838684,0.15462735295295715
45,SGD,0.046,200,1.0,0.0005764869856648147,0.9708999991416931,0.15665334463119507
46,SGD,0.047,200,1.0,0.0005786212277598679,0.9731000065803528,0.1487198919057846
47,SGD,0.048,200,1.0,0.0005356224137358367,0.9715999960899353,0.1641736626625061
48,SGD,0.049,200,1.0,0.0005672548431903124,0.9725000262260437,0.15602214634418488
49,SGD,0.05,200,1.0,0.0005081470008008182,0.9718999862670898,0.15701501071453094
50,SGD,0.051000000000000004,200,1.0,0.0005077320383861661,0.9692000150680542,0.16255830228328705
51,SGD,0.052000000000000005,200,1.0,0.00045870471512898803,0.972000002861023,0.14735735952854156
52,SGD,0.053000000000000005,200,1.0,0.00047055736649781466,0.9711999893188477,0.15849825739860535
53,SGD,0.054,200,1.0,0.0004385403881315142,0.9714999794960022,0.16129158437252045
54,SGD,0.055,200,1.0,0.0004224052536301315,0.9703999757766724,0.17690536379814148
55,SGD,0.056,200,1.0,0.00044913767487742007,0.9706000089645386,0.17298968136310577
56,SGD,0.057,200,1.0,0.00041815705480985343,0.9715999960899353,0.1657908409833908
57,SGD,0.058,200,1.0,0.00038568428135477006,0.9735000133514404,0.1469929814338684
58,SGD,0.059000000000000004,200,1.0,0.00040399242425337434,0.9707000255584717,0.1721523255109787
59,SGD,0.060000000000000005,200,1.0,0.00041093831532634795,0.9711999893188477,0.16731055080890656
60,SGD,0.061,200,1.0,0.0003980725887231529,0.9713000059127808,0.16209222376346588
61,SGD,0.062,200,1.0,0.0003530949470587075,0.9713000059127808,0.16340254247188568
62,SGD,0.063,200,1.0,0.00037059045280329883,0.9704999923706055,0.17556318640708923
63,SGD,0.064,200,1.0,0.00033958544372580945,0.9686999917030334,0.17662253975868225
64,SGD,0.065,200,1.0,0.0003362715942785144,0.9710000157356262,0.16516943275928497
65,SGD,0.066,200,1.0,0.000333151692757383,0.97079998254776,0.1770382821559906
66,SGD,0.067,200,1.0,0.00032978420495055616,0.9708999991416931,0.15594801306724548
67,SGD,0.068,200,1.0,0.0003062712785322219,0.9714000225067139,0.16015736758708954
68,SGD,0.069,200,1.0,0.0003213280579075217,0.9706000089645386,0.1834099292755127
69,SGD,0.07,200,1.0,0.00030039320699870586,0.9726999998092651,0.16020138561725616
70,SGD,0.07100000000000001,200,1.0,0.00030432207859121263,0.9696999788284302,0.16951051354408264
71,SGD,0.07200000000000001,200,1.0,0.0002867977600544691,0.9710999727249146,0.16377167403697968
72,SGD,0.07300000000000001,200,1.0,0.00027899170527234674,0.9703999757766724,0.1777966469526291
73,SGD,0.074,200,1.0,0.0002698140451684594,0.9692999720573425,0.17819622159004211
74,SGD,0.075,200,1.0,0.00026060824166052043,0.9713000059127808,0.17035135626792908
75,SGD,0.076,200,1.0,0.0002665595384314656,0.9692000150680542,0.1629079133272171
76,SGD,0.077,200,1.0,0.00025590823497623205,0.97079998254776,0.17246006429195404
77,SGD,0.078,200,1.0,0.0002597900456748903,0.972100019454956,0.16720294952392578
78,SGD,0.079,200,1.0,0.00024831024347804487,0.9728999733924866,0.15219666063785553
79,SGD,0.08,200,1.0,0.0002510088379494846,0.9722999930381775,0.16434119641780853
80,SGD,0.081,200,1.0,0.00023405981482937932,0.9710999727249146,0.17791593074798584
81,SGD,0.082,200,1.0,0.00023154474911279976,0.972000002861023,0.16552101075649261
82,SGD,0.083,200,1.0,0.00022304536832962185,0.9702000021934509,0.1720363348722458
83,SGD,0.084,200,1.0,0.0002333792654098943,0.9722999930381775,0.1652531623840332
84,SGD,0.085,200,1.0,0.00022086456010583788,0.9731000065803528,0.14386361837387085
85,SGD,0.08600000000000001,200,1.0,0.00021159389871172607,0.9724000096321106,0.15794678032398224
86,SGD,0.08700000000000001,200,1.0,0.00021662733342964202,0.9726999998092651,0.1577347218990326
87,SGD,0.08800000000000001,200,1.0,0.00020404945826157928,0.9718000292778015,0.17169037461280823
88,SGD,0.089,200,1.0,0.00019826716743409634,0.9711999893188477,0.1656225025653839
89,SGD,0.09,200,1.0,0.0002085845626424998,0.9739999771118164,0.15926794707775116
90,SGD,0.091,200,1.0,0.00019386396161280572,0.9692000150680542,0.17648901045322418
91,SGD,0.092,200,1.0,0.0001943666284205392,0.9715999960899353,0.15833008289337158
92,SGD,0.093,200,1.0,0.00019630376482382417,0.9726999998092651,0.15792877972126007
93,SGD,0.094,200,1.0,0.00019304195302538574,0.9703999757766724,0.17079123854637146
94,SGD,0.095,200,1.0,0.00018639536574482918,0.9725000262260437,0.1556856334209442
95,SGD,0.096,200,1.0,0.00018047053890768439,0.9697999954223633,0.17891646921634674
96,SGD,0.097,200,1.0,0.00018373908824287355,0.9711999893188477,0.162389874458313
97,SGD,0.098,200,1.0,0.0001840902550611645,0.9706000089645386,0.1676585078239441
98,SGD,0.099,200,1.0,0.00017832238518167287,0.9714000225067139,0.17056021094322205
99,SGD,0.1,200,1.0,0.00018012701184488833,0.972000002861023,0.16378773748874664
100,RMSprop,0.001,200,1.0,9.465216388448994e-10,0.9711999893188477,0.5620532631874084
101,RMSprop,0.002,200,1.0,0.0,0.9739999771118164,0.722578763961792
102,RMSprop,0.003,200,0.9998599886894226,0.0010897949105128646,0.9713000059127808,1.1948081254959106
103,RMSprop,0.004,200,0.9997400045394897,0.0023247674107551575,0.9692999720573425,1.5649117231369019
104,RMSprop,0.005,200,0.9996600151062012,0.0030145496129989624,0.9722999930381775,1.7356562614440918
105,RMSprop,0.006,200,0.999180018901825,0.010972529649734497,0.9686999917030334,2.7289297580718994
106,RMSprop,0.007,200,0.9991599917411804,0.00927110854536295,0.9692999720573425,3.6031534671783447
107,RMSprop,0.008,200,0.9993600249290466,0.011118427850306034,0.9700000286102295,3.323580026626587
108,RMSprop,0.009000000000000001,200,0.9982799887657166,0.03915916383266449,0.9660999774932861,5.015226364135742
109,RMSprop,0.010000000000000002,200,0.9902399778366089,0.17750611901283264,0.9639000296592712,8.419759750366211
110,RMSprop,0.011,200,0.9250400066375732,0.41762641072273254,0.9010000228881836,11.364013671875
111,RMSprop,0.012,200,0.8928800225257874,0.4658144414424896,0.8697999715805054,15.157400131225586
112,RMSprop,0.013000000000000001,200,0.8830999732017517,1.2193219661712646,0.8659999966621399,14.077201843261719
113,RMSprop,0.014000000000000002,200,0.8684200048446655,0.4707146883010864,0.8503999710083008,12.813681602478027
114,RMSprop,0.015,200,0.8220800161361694,1.4012868404388428,0.8087000250816345,19.750654220581055
115,RMSprop,0.016,200,0.743179976940155,1.1753015518188477,0.7342000007629395,12.946711540222168
116,RMSprop,0.017,200,0.7648199796676636,1.0082900524139404,0.7556999921798706,15.350796699523926
117,RMSprop,0.018000000000000002,200,0.7414000034332275,0.879852294921875,0.7245000004768372,17.046119689941406
118,RMSprop,0.019000000000000003,200,0.7993599772453308,2.806858539581299,0.7882999777793884,22.96922492980957
119,RMSprop,0.02,200,0.6898999810218811,0.8950508832931519,0.6826000213623047,13.629838943481445
120,RMSprop,0.021,200,0.7247400283813477,0.9118004441261292,0.7164000272750854,14.866928100585938
121,RMSprop,0.022000000000000002,200,0.6323800086975098,1.0518821477890015,0.6279000043869019,10.30710506439209
122,RMSprop,0.023,200,0.6997799873352051,2.365964651107788,0.6966000199317932,17.31695556640625
123,RMSprop,0.024,200,0.6855400204658508,1.3698512315750122,0.6809999942779541,17.41025161743164
124,RMSprop,0.025,200,0.624239981174469,1.159255862236023,0.6204000115394592,10.909852027893066
125,RMSprop,0.026000000000000002,200,0.6537799835205078,1.0444915294647217,0.6547999978065491,13.110493659973145
126,RMSprop,0.027000000000000003,200,0.6525400280952454,3.0874266624450684,0.6521000266075134,13.965715408325195
127,RMSprop,0.028,200,0.6252999901771545,8.001667022705078,0.6247000098228455,19.775239944458008
128,RMSprop,0.029,200,0.5590800046920776,1.323835015296936,0.5622000098228455,12.756539344787598
