optimizer,lr,epoch,accuracy,loss,test_accuracy,test_loss
SGD,0.001,200,0.8188599944114685,0.5293644666671753,0.6945000290870667,0.9481955766677856
SGD,0.002,200,0.9054999947547913,0.2631853520870209,0.6597999930381775,2.1411454677581787
SGD,0.003,200,1.0,0.0034804297611117363,0.6812999844551086,3.1347033977508545
SGD,0.004,200,1.0,0.0015104359481483698,0.6808000206947327,3.3628621101379395
SGD,0.005,200,1.0,0.0009013891685754061,0.6948999762535095,3.399214744567871
SGD,0.006,200,1.0,0.0005941525450907648,0.6848000288009644,3.602377414703369
SGD,0.007,200,1.0,0.0004553675535134971,0.692799985408783,3.5924792289733887
SGD,0.008,200,1.0,0.00034989166306331754,0.6825000047683716,3.695512533187866
SGD,0.009000000000000001,200,1.0,0.0002511098573449999,0.6840000152587891,3.749016046524048
SGD,0.010000000000000002,200,1.0,0.00021469091007020324,0.7088000178337097,3.322605848312378
SGD,0.011,200,1.0,0.0001650616031838581,0.6941999793052673,3.583613395690918
SGD,0.012,200,1.0,0.00013696694804821163,0.695900022983551,3.6436104774475098
SGD,0.013000000000000001,200,1.0,0.00010700777784222737,0.7006000280380249,3.5964460372924805
SGD,0.014000000000000002,200,1.0,7.121932867448777e-05,0.6935999989509583,3.833383321762085
SGD,0.015,200,1.0,7.011079287622124e-05,0.7010999917984009,3.6092917919158936
SGD,0.016,200,1.0,5.3564745030598715e-05,0.6876000165939331,3.9479026794433594
SGD,0.017,200,1.0,4.289469143259339e-05,0.6992999911308289,3.9634461402893066
SGD,0.018000000000000002,200,1.0,2.533151928219013e-05,0.6891999840736389,4.417907238006592
SGD,0.019000000000000003,200,1.0,2.750789644778706e-05,0.6919000148773193,4.369416236877441
SGD,0.02,200,1.0,3.534003553795628e-05,0.7052000164985657,3.8575077056884766
SGD,0.021,200,1.0,1.6707264876458794e-05,0.6941999793052673,4.668247222900391
SGD,0.022000000000000002,200,1.0,1.3897894859837834e-05,0.6883999705314636,5.059618949890137
SGD,0.023,200,0.970579981803894,0.12569236755371094,0.6590999960899353,5.734434604644775
SGD,0.024,200,1.0,2.0485222194110975e-05,0.6966999769210815,4.256877899169922
SGD,0.025,200,0.9754400253295898,0.09962054342031479,0.6572999954223633,5.363079071044922
SGD,0.026000000000000002,200,0.9291999936103821,0.38616910576820374,0.631600022315979,5.94301700592041
SGD,0.027000000000000003,200,0.958079993724823,0.1870531290769577,0.6491000056266785,5.656239032745361
SGD,0.028,200,0.9646400213241577,0.16208656132221222,0.6607000231742859,5.416004657745361
SGD,0.029,200,0.9603800177574158,0.18382982909679413,0.6535000205039978,5.8794264793396
SGD,0.030000000000000002,200,0.9695799946784973,0.13709807395935059,0.6492000222206116,5.68248176574707
SGD,0.031,200,0.9192600250244141,0.4957282841205597,0.6324999928474426,6.0571160316467285
SGD,0.032,200,0.9472200274467468,0.24187259376049042,0.6401000022888184,5.575456142425537
SGD,0.033,200,0.9606199860572815,0.18445339798927307,0.6517999768257141,5.509932518005371
SGD,0.034,200,0.942579984664917,0.3042030930519104,0.6359999775886536,5.98588752746582
SGD,0.035,200,0.9521399736404419,0.23163031041622162,0.6403999924659729,5.425052165985107
SGD,0.036000000000000004,200,0.9554799795150757,0.19069427251815796,0.6460000276565552,5.245822429656982
SGD,0.037000000000000005,200,0.8938000202178955,0.6311324238777161,0.6208999752998352,5.6085638999938965
SGD,0.038,200,0.9502000212669373,0.23940503597259521,0.6459000110626221,5.367458343505859
SGD,0.039,200,0.9452999830245972,0.25565823912620544,0.6424000263214111,5.327317237854004
SGD,0.04,200,0.951960027217865,0.20630595088005066,0.6359999775886536,5.110796928405762
SGD,0.041,200,0.9224399924278259,0.42351919412612915,0.6205999851226807,5.834174633026123
SGD,0.042,200,0.9523000121116638,0.2025790810585022,0.6351000070571899,5.182082653045654
SGD,0.043000000000000003,200,0.885860025882721,0.7487722039222717,0.6276000142097473,5.734653949737549
SGD,0.044000000000000004,200,0.9206399917602539,0.3739441931247711,0.635699987411499,4.877070903778076
SGD,0.045,200,0.9427599906921387,0.22593148052692413,0.6370000243186951,4.52292013168335
SGD,0.046,200,0.909060001373291,0.4432365894317627,0.6220999956130981,5.083194732666016
SGD,0.047,200,0.8712000250816345,1.1201874017715454,0.5960000157356262,5.675045490264893
SGD,0.048,200,0.9434000253677368,0.24351586401462555,0.6376000046730042,4.7955732345581055
SGD,0.049,200,0.9273800253868103,0.32031723856925964,0.635699987411499,4.671113967895508
SGD,0.05,200,0.8995000123977661,0.510047972202301,0.6179999709129333,4.958652019500732
SGD,0.051000000000000004,200,0.9048399925231934,0.41324764490127563,0.6211000084877014,4.1980204582214355
SGD,0.052000000000000005,200,0.923039972782135,0.32122960686683655,0.641700029373169,4.592568874359131
SGD,0.053000000000000005,200,0.8641999959945679,0.586065948009491,0.6105999946594238,3.84460186958313
SGD,0.054,200,0.8969600200653076,0.45644327998161316,0.6200000047683716,4.392123222351074
SGD,0.055,200,0.7228400111198425,1.951716423034668,0.5375000238418579,5.41225528717041
SGD,0.056,200,0.9272599816322327,0.30786412954330444,0.6385999917984009,4.3636474609375
SGD,0.057,200,0.9151999950408936,0.35207808017730713,0.6263999938964844,4.296087265014648
SGD,0.058,200,0.9199399948120117,0.31783565878868103,0.6353999972343445,3.909849166870117
SGD,0.059000000000000004,200,0.9125999808311462,0.34634163975715637,0.6305000185966492,4.01871395111084
SGD,0.060000000000000005,200,0.9083399772644043,0.36027365922927856,0.6162999868392944,4.033979892730713
SGD,0.061,200,0.8233799934387207,0.7345359325408936,0.5800999999046326,3.3321712017059326
SGD,0.062,200,0.8881999850273132,0.5143560767173767,0.6201000213623047,4.023656845092773
SGD,0.063,200,0.9170200228691101,0.2957092225551605,0.6251999735832214,3.3533520698547363
SGD,0.064,200,0.92221999168396,0.2888078987598419,0.6381000280380249,3.634613275527954
SGD,0.065,200,0.9078999757766724,0.3485899865627289,0.6269999742507935,3.4376676082611084
SGD,0.066,200,0.8792999982833862,0.49276039004325867,0.6187000274658203,3.6531870365142822
SGD,0.067,200,0.8683599829673767,0.5506532192230225,0.6159999966621399,3.513967514038086
SGD,0.068,200,0.9146599769592285,0.32420921325683594,0.6463000178337097,3.201312780380249
SGD,0.069,200,0.8504800200462341,0.7742171883583069,0.6144999861717224,3.7979164123535156
SGD,0.07,200,0.8826799988746643,0.491570383310318,0.6269000172615051,3.282517671585083
SGD,0.07100000000000001,200,0.8618599772453308,0.5258771777153015,0.6187999844551086,2.9242911338806152
SGD,0.07200000000000001,200,0.8603399991989136,0.5345366597175598,0.6176999807357788,3.154247522354126
SGD,0.07300000000000001,200,0.8169800043106079,0.7117521166801453,0.5896000266075134,3.128295660018921
SGD,0.074,200,0.8217599987983704,0.6324068903923035,0.5927000045776367,2.5692625045776367
SGD,0.075,200,0.7033799886703491,1.0138381719589233,0.5367000102996826,2.3315885066986084
SGD,0.076,200,0.8460400104522705,0.6096346378326416,0.6151000261306763,2.7662909030914307
SGD,0.077,200,0.7647799849510193,1.038682222366333,0.579200029373169,3.012402296066284
SGD,0.078,200,0.7334200143814087,0.9273534417152405,0.5407000184059143,2.4231221675872803
SGD,0.079,200,0.588100016117096,1.344918131828308,0.474700003862381,2.2751080989837646
SGD,0.08,200,0.17073999345302582,2.140244722366333,0.16609999537467957,2.1402676105499268
SGD,0.081,200,0.10001999884843826,2.3028814792633057,0.10000000149011612,2.3029260635375977
SGD,0.082,200,0.4645000100135803,1.6892971992492676,0.39070001244544983,2.3538200855255127
SGD,0.083,200,0.10007999837398529,2.3027868270874023,0.10000000149011612,2.3029706478118896
SGD,0.084,200,0.5377200245857239,1.2752289772033691,0.49720001220703125,1.4209922552108765
SGD,0.085,200,0.10001999884843826,2.3032877445220947,0.10010000318288803,2.3031818866729736
SGD,0.08600000000000001,200,0.10016000270843506,2.302624464035034,0.10019999742507935,2.302534580230713
SGD,0.08700000000000001,200,0.10000000149011612,2.3034849166870117,0.10000000149011612,2.3034842014312744
SGD,0.08800000000000001,200,0.10000000149011612,2.3037936687469482,0.10000000149011612,2.3040575981140137
SGD,0.089,200,0.10012000054121017,2.3025901317596436,0.10019999742507935,2.302420139312744
SGD,0.09,200,0.10001999884843826,2.3027901649475098,0.10019999742507935,2.3023908138275146
SGD,0.091,200,0.10000000149011612,2.302828073501587,0.10000000149011612,2.302827835083008
SGD,0.092,200,0.10001999884843826,2.30314302444458,0.10000000149011612,2.303177833557129
SGD,0.093,200,0.10001999884843826,2.303053855895996,0.10000000149011612,2.3030996322631836
SGD,0.094,200,0.10000000149011612,2.302797794342041,0.10000000149011612,2.3027985095977783
SGD,0.095,200,0.10000000149011612,2.3032336235046387,0.10000000149011612,2.303234815597534
SGD,0.096,200,0.10006000101566315,2.3031415939331055,0.10000000149011612,2.3032805919647217
SGD,0.097,200,0.10012000054121017,2.3032023906707764,0.10000000149011612,2.3035686016082764
SGD,0.098,200,0.10000000149011612,2.303959369659424,0.10000000149011612,2.3039615154266357
SGD,0.099,200,0.10006000101566315,2.3032217025756836,0.10010000318288803,2.303133487701416
SGD,0.1,200,0.10001999884843826,2.3032193183898926,0.10010000318288803,2.303034543991089
RMSprop,0.001,200,0.8408399820327759,0.4817464351654053,0.6452999711036682,1.9104466438293457
RMSprop,0.002,200,0.38089999556541443,1.848390817642212,0.3693000078201294,1.8537070751190186
RMSprop,0.003,200,0.10000000149011612,2.3036434650421143,0.10010000318288803,2.3034121990203857
RMSprop,0.004,200,0.44839999079704285,1.5284501314163208,0.4332999885082245,1.6061112880706787
RMSprop,0.005,200,0.43226000666618347,1.5525635480880737,0.4235000014305115,1.5947922468185425
RMSprop,0.006,200,0.4644800126552582,1.4730274677276611,0.4519999921321869,1.52357816696167
RMSprop,0.007,200,0.3552800118923187,2.045811176300049,0.3513999879360199,2.0925674438476562
RMSprop,0.008,200,0.3974199891090393,1.6890015602111816,0.38339999318122864,1.728269338607788
RMSprop,0.009000000000000001,200,0.27316001057624817,2.6511666774749756,0.2671999931335449,2.6872165203094482
RMSprop,0.010000000000000002,200,0.35343998670578003,1.737091302871704,0.34540000557899475,1.7391685247421265
RMSprop,0.011,200,0.30428001284599304,1.8701510429382324,0.29739999771118164,1.854915976524353
RMSprop,0.012,200,0.3116999864578247,2.1440699100494385,0.31790000200271606,2.182342052459717
RMSprop,0.013000000000000001,200,0.10000000149011612,2.303877115249634,0.10000000149011612,2.303877830505371
RMSprop,0.014000000000000002,200,0.10000000149011612,2.3040931224823,0.10000000149011612,2.304093837738037
RMSprop,0.015,200,0.10000000149011612,2.305276393890381,0.10000000149011612,2.305278778076172
RMSprop,0.016,200,0.10000000149011612,2.3042349815368652,0.10000000149011612,2.304234743118286
RMSprop,0.017,200,0.10000000149011612,2.3042194843292236,0.10000000149011612,2.304220676422119
RMSprop,0.018000000000000002,200,0.10000000149011612,2.304938554763794,0.10000000149011612,2.304938554763794
RMSprop,0.019000000000000003,200,0.10000000149011612,2.3048970699310303,0.10000000149011612,2.3048977851867676
RMSprop,0.02,200,0.10000000149011612,2.3039073944091797,0.10000000149011612,2.3039093017578125
RMSprop,0.021,200,0.10000000149011612,2.304166555404663,0.10000000149011612,2.3041656017303467
RMSprop,0.022000000000000002,200,0.10000000149011612,2.30523681640625,0.10000000149011612,2.305236339569092
RMSprop,0.023,200,0.10000000149011612,2.306553840637207,0.10000000149011612,2.306555986404419
RMSprop,0.024,200,0.10000000149011612,2.304565191268921,0.10000000149011612,2.3045685291290283
RMSprop,0.025,200,0.10000000149011612,2.305556535720825,0.10000000149011612,2.3055579662323
RMSprop,0.026000000000000002,200,0.10000000149011612,2.304476022720337,0.10000000149011612,2.304476261138916
RMSprop,0.027000000000000003,200,0.10000000149011612,2.305959463119507,0.10000000149011612,2.3059585094451904
RMSprop,0.028,200,0.10000000149011612,2.3071906566619873,0.10000000149011612,2.3071937561035156
RMSprop,0.029,200,0.10000000149011612,2.3066725730895996,0.10000000149011612,2.3066723346710205
RMSprop,0.030000000000000002,200,0.10000000149011612,2.3049628734588623,0.10000000149011612,2.3049628734588623
